ID_result,#,0_1,0_2,0_3,0_4,0_5,1_1,1_2,1_3,1_4,1_5,2_1,2_2,2_3,2_4,2_5,5_1,5_2,5_3,5_4,5_5,10_1,10_2,10_3,10_4,10_5,20_1,20_2,20_3,20_4,20_5
,29,2.689344798,3.114858997,4.016808684,4.7080031,3.747805297,3.305673299,3.137936733,3.599837182,3.842538118,4.673285781,4.319274841,4.498491667,3.458964399,2.941279394,4.651598738,4.471075855,3.524268904,4.101814152,12.88307637,4.913627555,5.109362743,2.618472889,3.615775668,5.565952804,4.945325645,5.350509926,4.341619581,4.552719384,5.538939188,6.218651315
,30,4.177798774,3.542573478,4.354256986,3.332238074,3.276511546,3.503942554,3.604318133,4.400161166,4.092973315,3.684247525,3.174336893,3.4072859,4.058273279,4.019329107,3.456539397,3.53654346,4.04517609,3.71743859,2.017771197,3.216490426,3.513564509,3.492543732,4.022112584,3.315028023,2.852739998,2.946447625,3.713916747,3.247091806,2.911781962,2.467667579
,31,2.437971767,2.112331638,2.542358197,2.018620964,2.268288907,2.398754491,2.316504806,3.361320974,3.023357635,2.386799798,2.145043808,2.758867174,3.138965524,2.820067052,2.702825651,2.580201238,2.992001632,2.758810298,1.819808138,2.104019217,2.979104076,2.782408248,3.514934006,2.461116737,2.221192478,2.34857846,3.017060809,2.784374892,2.782641275,2.124336865
,32,2.704873381,2.515695252,2.796773492,2.316180333,2.187802907,2.45498858,2.413802425,2.515363074,2.521417551,2.246926471,2.434295126,2.286168732,2.418611193,2.383154409,2.123232425,2.066640711,2.30989512,2.225200154,1.471852492,2.065588014,2.003686572,2.130562593,2.316846689,2.014635527,1.879671821,1.95809079,2.164800526,1.980803696,1.888530716,1.814246515
,33,2.693042877,2.341372189,2.901225,2.515276663,2.493234998,2.940567322,2.977756099,4.21080874,3.778743048,2.855021391,2.45320638,3.330850542,3.752936514,3.506212442,3.323039577,3.091598709,3.82148315,3.347522901,2.574809181,2.604358247,3.864367425,3.656293986,4.859711707,3.016558113,2.795857803,2.885415655,3.929273749,3.574282309,3.59328267,3.013567862
,34,3.764524233,3.415319596,3.912374597,3.11833809,3.29957978,3.065251023,3.330662821,4.417685309,3.882770841,3.502309801,2.665524507,3.381303232,3.90806152,3.534950093,3.402052182,3.231200457,3.731809677,3.516937957,2.034174103,2.816571349,3.426051385,3.229013081,3.906221994,2.933083585,2.557520588,2.578221559,3.454293896,3.025378147,2.855341543,2.347583449
,35,2.386415387,2.534937658,2.337402167,2.410356655,2.65660558,2.524783738,3.066972236,4.234997399,3.654253246,2.871872664,1.873132224,3.101216943,3.637376637,3.011769046,3.440448622,2.738502556,3.233898645,3.260900351,2.157691943,2.202488831,2.986990865,2.624273715,3.628007886,2.550085947,1.987921034,2.012896163,2.531838692,2.308579435,2.347825409,1.861889233
,36,4.371858431,4.350671085,4.372081785,3.802610761,4.294685192,3.706788028,4.283580639,6.04700276,4.973153127,4.650327871,2.742875021,4.36146043,5.245454774,4.373853698,4.745249783,3.94134364,4.422922108,4.472608017,2.531499595,3.303407431,4.391875639,3.944152088,4.940947294,3.380371973,3.172876415,2.580833665,3.754131963,3.19723262,3.148395138,2.589724073
,37,2.648871847,2.91923408,3.850132087,3.329113267,3.013296374,3.00196534,2.831655775,4.005693938,3.404790424,2.852220758,2.717895866,3.200436259,3.170508834,3.179059686,3.236279356,3.125955382,3.210345507,3.032797663,3.27457913,3.025428094,3.468024586,3.180258413,4.216931653,3.072337252,3.047166419,2.951625432,3.64756393,3.473765142,3.699524112,3.285915893
Internal standard,38,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,39,5.23360887,4.794694976,5.807079221,4.602486965,4.527813297,5.064358788,5.211148502,6.532256737,6.018034692,5.284004995,4.309444749,4.990502633,5.938593878,5.966564612,5.226689568,5.18955492,6.29243268,5.592495709,2.987030163,4.861611364,5.382956477,5.414299116,6.526071861,5.075166993,4.196780985,4.412645617,5.459024269,4.82309301,4.473514399,3.821623846
,40,2.666080385,2.428001621,2.787003124,2.289344497,2.372281116,2.412068711,2.62157691,3.272231114,3.015592569,2.699073435,1.679816543,2.276068719,2.885769121,2.820466982,2.630495394,2.459404489,2.843075146,2.633265205,1.364523359,2.144278876,2.433274404,2.392671477,2.916349462,2.214751639,1.792342895,1.680998979,2.35736599,2.016556886,1.835657208,1.573435406
,41,1.741658876,2.040416633,0.573811449,2.149724693,2.860297866,0.352849649,1.448184472,2.408414677,1.988417,2.107469488,1.585890651,2.577490353,2.006416472,0.456710542,2.282135213,1.816567487,1.43808846,1.743998999,2.924889164,0.819073224,2.525865901,1.820682839,2.362817623,1.561168813,2.281005662,1.635188946,2.645927548,2.650733014,3.147445426,2.368067211
,42,3.353679746,3.031490825,2.959508084,2.622756609,2.277599782,2.548596012,2.724616277,3.355981741,2.863466898,2.397220841,2.423661844,2.114694739,2.58770069,2.504230569,2.015374204,2.354836124,2.746513168,2.192191882,1.203230771,1.72462869,1.498117104,1.719295009,1.991156495,1.836548515,1.477762665,1.455909986,1.579847247,1.333955658,1.115509586,0.951017587
,44,4.242160988,4.112708477,4.053331474,3.289965055,3.494196763,3.354516927,3.707845792,5.13363606,4.201419995,3.902501293,2.794716609,3.592088671,4.129185996,3.597355418,3.538268849,3.318894293,3.760763808,3.569618305,1.997760634,2.529954278,3.126413226,2.867752524,3.601263246,2.678151468,2.362524014,1.971450893,2.865741755,2.433547655,2.241364738,1.798054383
,45,5.554222855,5.231955932,5.364464523,4.69854148,4.143321092,4.544974158,4.886702432,6.007818436,5.231185471,4.395489597,4.285172744,3.96117351,4.791079241,4.575773242,4.036939231,4.405049053,5.043083926,4.255308034,2.453617465,3.410507088,3.209470367,3.551527974,4.265074084,3.683922006,3.060272949,2.928930228,3.311577366,2.822849826,2.503230053,2.163429502
,46,3.227895322,2.960166026,3.367787442,2.772604554,2.655576128,3.072994228,3.057301418,3.696100392,3.147216147,2.937180544,2.390932865,2.468904205,3.247410787,3.166337758,2.950466541,2.830236794,3.143250926,2.965428396,1.641685137,2.741611233,2.687334796,3.030614192,3.206013132,2.681960912,2.620780715,2.489862657,3.002160245,2.738540169,2.519419842,2.241809709
,47,2.620335253,2.352354726,2.729411673,2.237097121,2.296797001,2.337981318,2.549075417,3.142823921,2.929182988,2.592915129,1.622064922,2.200686148,2.845601826,2.779371696,2.564320636,2.385611964,2.811031334,2.540837061,1.32299444,2.063993409,2.36139754,2.275328738,2.784586326,2.140707892,1.754007774,1.649031557,2.289119259,1.982939686,1.785748383,1.507645894
,48,4.684715666,4.945162,5.043800299,4.126091204,4.815089168,4.01940826,4.445935964,6.465816295,5.323522765,5.064921651,3.355954717,5.184300961,5.726607342,4.63015924,5.136312692,4.290156165,4.832584136,5.021333144,3.118080827,3.648231835,5.255179618,4.329262421,5.758412098,3.804112439,3.647142045,2.980932444,4.654285842,4.086066603,4.1111638,3.18306532
,49,8.896812493,8.835646882,10.05299982,8.477450233,9.099068545,7.680263084,8.776667911,12.6118194,10.61015158,8.840089088,6.470259526,9.496715549,10.70567914,8.881575841,9.941019881,8.430844148,9.851607367,9.288271969,7.004037132,6.906569848,9.979150519,9.171000914,11.66022245,7.706580712,7.268060933,6.764679361,9.196225912,8.375040103,8.586314087,7.019749964
,50,1.772883496,2.003934172,1.047615615,2.139965453,2.519314985,0.81353108,1.593355934,2.476381862,2.047796184,2.044963553,1.565741953,2.269692659,1.99907336,0.892418612,2.08830019,1.72557434,1.557401684,1.720272472,2.31406398,0.978932907,2.180648492,1.638022923,2.101863048,1.433014436,1.806618691,1.379182905,2.083165551,2.078072785,2.271410375,1.774876757
,51,1.600714689,1.459117737,1.712256171,1.43131894,1.527574439,1.674124337,1.75896811,2.320092057,2.080030564,1.574832226,1.361349359,1.740559514,2.075252744,2.03054749,1.836416384,1.684720897,2.094518993,1.841088198,1.277368925,1.444373166,1.999352922,1.944883174,2.454364733,1.661127361,1.365263979,1.560900445,2.113126478,1.909930227,1.874239382,1.538370868
,52,2.456261482,2.097969462,2.562517615,1.96344506,1.991081696,2.064796326,2.169488262,2.595988975,2.470566808,2.199834438,1.833993295,2.013035761,2.419617239,2.385600404,2.069122436,2.096658652,2.424460242,2.230797069,1.186427554,1.910423848,2.062220131,2.069497157,2.421802104,1.950767539,1.651495515,1.754532988,2.206304237,1.905575778,1.719378875,1.485047925
,54,1.981597536,1.740856449,2.158096133,1.90447968,1.939916808,2.095384435,2.121816086,2.962379353,2.673017151,1.919307066,1.708474026,2.347073945,2.506337592,2.615489946,2.305618978,2.187556495,2.655392595,2.267689621,1.700273738,1.828923369,2.504584912,2.354345736,3.09556861,2.024828135,1.857956332,1.885997882,2.484764767,2.297012666,2.295792452,1.861272151
,55,2.121845363,1.965846753,2.344798928,1.912283826,1.872041804,2.10797373,2.013334193,2.653100753,2.280807875,1.836212544,1.518435783,1.74895433,2.213877109,2.166209987,1.877550758,1.74136315,2.018964504,1.806526644,1.24206152,1.507557932,1.657157742,1.59935287,1.903270588,1.440926903,1.293174779,1.241649295,1.503834523,1.315744934,1.289547063,1.121803046
,57,1.390973414,1.368181686,1.871973366,1.515930379,1.42302134,1.437436904,1.394728738,1.976294573,1.645112476,1.298220512,1.265356661,1.462330204,1.612341838,1.569299222,1.568403252,1.473030612,1.6384862,1.506816117,1.428580085,1.343581387,1.693535648,1.568080649,2.041213232,1.553454158,1.352285186,1.475868058,1.818768472,1.7218532,1.742846698,1.478601229
,58,5.558331822,5.173684914,5.168276781,4.535885814,3.914779993,4.503808106,4.782819742,5.783262469,5.053646144,4.257395419,4.31298394,3.798328438,4.580029949,4.426808311,3.655019394,4.189833748,4.818196367,3.988862372,2.198113405,3.170433723,2.817974161,3.209385498,3.754647599,3.367912973,2.772433254,2.660600857,2.915649974,2.44708292,2.094366869,1.824573629
,59,1.189304234,1.203784085,1.616923695,1.321606115,1.236118624,1.240355237,1.190357137,1.555808586,1.322292303,1.102582492,1.081736657,1.214403771,1.268656721,1.210872075,1.124720929,1.137782657,1.192186781,1.083813947,1.082016519,0.957165089,1.129832384,1.028565174,1.241887378,0.966332974,0.90673221,0.901128371,1.097927476,0.999105217,1.045402091,0.942685522
,60,5.219008346,4.987410572,4.928942773,4.311294951,4.13313231,4.206676255,4.764157407,6.317376473,5.317479267,4.85650725,3.641960588,4.196096278,5.189698243,4.640914719,4.492851568,4.437770255,5.017043724,4.516394082,2.411197706,3.485917532,3.869288609,3.863217772,4.704897789,3.722578589,3.282413014,2.743808707,3.636137041,3.050258501,2.888090698,2.286745934
,61,7.09476306,6.896468708,6.669967588,5.806847951,5.979139516,5.403756866,6.152823024,8.448742188,6.986305618,6.369223406,4.868627788,5.994515523,6.80085771,5.740369444,5.829971232,5.504428458,6.270602228,5.723802082,3.531481758,4.090408215,5.053922306,4.734501677,5.848314931,4.396295944,4.046436438,3.42414947,4.769168183,4.101579989,3.783467766,3.054559802
,63,3.435643489,3.24639107,3.101357536,2.590604842,2.530428088,2.509466288,2.771007297,3.668995175,2.993381781,2.746471383,2.327349363,2.439676129,2.852220371,2.584566813,2.378169119,2.432391984,2.744880348,2.441858039,1.353538735,1.744275525,1.979638425,1.942055048,2.353182051,1.895886404,1.666500506,1.425091461,1.893637426,1.608311208,1.410742651,1.128572748
,65,1.612551996,1.44265954,1.674087253,1.372292457,1.419215891,1.44588029,1.581517531,1.98026519,1.82251034,1.627502694,0.997551155,1.36931692,1.74436035,1.692652347,1.586884117,1.486942228,1.714389562,1.576642738,0.824960674,1.280240766,1.45339717,1.436461486,1.757832693,1.345641116,1.074389557,1.024669812,1.416707754,1.217477488,1.109042694,0.9479776
,66,1.255744819,1.092162166,1.193061327,1.099121025,1.316602063,1.25234875,1.190353777,1.753381974,1.616762006,1.141191567,1.023956004,1.470405711,1.528570551,1.300678877,1.39459912,1.287041937,1.594794985,1.262614433,1.183341467,0.949080395,1.422837596,1.352454179,1.893036005,1.136472914,1.0947452,1.100210517,1.476834944,1.331835227,1.506734124,1.15256935
,67,1.396525901,1.198208597,1.597587747,1.286866937,1.353108849,1.451841516,1.461925561,2.076094938,1.90357791,1.437478414,1.23029766,1.625790417,1.928992385,1.798347486,1.673516965,1.517050762,1.973298034,1.695267411,1.292295565,1.283048484,1.854216795,1.721375188,2.272390948,1.513507212,1.33407277,1.363653934,1.893318394,1.659729506,1.650566649,1.432543546
,69,2.829089766,2.741771021,3.265136452,2.652999463,2.640782565,2.859499774,2.973904222,3.405281855,3.16647529,2.964740385,3.216968697,3.166176671,3.311722254,3.322388326,2.928246613,3.166694756,3.415590442,3.32059337,2.216250205,3.143155575,3.346756961,3.41147625,3.711355424,3.284980703,2.917742419,3.506863895,3.735361803,3.526233996,3.269416148,2.8760232
,70,1.46403559,1.318478233,1.516696993,1.268457104,1.347203335,1.57610012,1.657172469,2.201271283,1.951008438,1.493213499,1.28771792,1.634475741,1.968011039,1.965454011,1.705954177,1.590321372,2.0578742,1.789357452,1.113416768,1.348921965,1.911054347,1.844235591,2.334655899,1.535669514,1.27852487,1.428990461,1.984654961,1.78535702,1.673348012,1.400928801
,71,0.989495015,0.851693406,1.050207965,0.801491858,0.853802408,1.018004605,0.980126748,1.24257897,1.121094172,0.863674222,0.864490678,1.002398494,1.18069365,1.232749875,0.958817013,0.962448945,1.153805555,1.045507843,0.60256609,0.881827224,1.100127097,1.082630803,1.319720514,0.94003727,0.76848218,0.966080662,1.222186057,1.080106741,0.981537963,0.862815231
,72,6.333404281,6.428245683,6.166480646,5.445270741,5.411431982,4.997199149,5.665937516,7.620241829,6.469593937,5.848699945,5.305171167,6.060991994,6.519655923,5.433170019,5.618568362,5.643339153,6.061827557,5.683775701,3.610782457,4.333578112,5.542239821,5.225391902,6.459128798,4.732967329,4.702726324,3.893780425,5.075472601,4.510682693,4.482199431,3.514588225
,73,6.824416259,6.464031639,6.492517692,6.393432492,6.194439172,5.500020295,6.281821052,8.455711476,7.042879934,5.789817668,4.237952132,5.142213173,6.372409096,5.671227544,6.383898379,5.403431513,6.383380479,5.435914663,4.089539535,4.194834891,4.639058496,5.442352978,6.003341513,4.606116764,4.371342693,3.593522615,4.180474412,3.857071949,3.557988663,3.389365072
,74,1.074282357,0.965200346,1.163148606,1.06162064,1.097396097,1.099967291,1.170338757,1.734568411,1.519138033,1.188349931,0.973588978,1.379062729,1.511213256,1.333127336,1.407889222,1.272153037,1.504819758,1.357433491,1.199802558,1.020858509,1.632523634,1.501994457,1.972565671,1.248420429,1.220491355,1.191292673,1.666827428,1.530936581,1.670984111,1.362661819
,75,1.325303738,1.14691756,1.350145572,1.102473255,1.098661249,1.060285432,1.175555995,1.425169977,1.267010159,1.080869646,0.91210025,1.065497648,1.26816626,1.189723512,1.027289255,1.008370902,1.222722574,1.064987959,0.601187085,0.812850852,0.981388822,0.996967003,1.123152375,0.828632038,0.739463114,0.760661129,0.999484509,0.873085296,0.795205349,0.64942136
,76,2.052160595,2.081609111,2.515100628,2.293676599,2.173277138,2.011382115,2.027811518,2.81159133,2.376529703,1.79910388,1.654985948,1.993098282,2.334582597,2.024784984,2.037675421,1.974381255,2.119672988,2.039316879,1.947178257,1.662721544,2.128926829,1.916602578,2.466905126,1.84239735,1.575653355,1.851794223,2.039782151,1.918648634,2.117549017,1.804066095
,77,1.476880309,1.34250257,1.571582173,1.273473175,1.315373743,1.367592298,1.447873401,1.828379384,1.693211814,1.509288271,0.94480825,1.279292984,1.619909003,1.588673267,1.464345582,1.378893086,1.602483453,1.472816003,0.758043801,1.207701167,1.348484652,1.327910331,1.619622427,1.23729642,1.003257571,0.941296298,1.321027248,1.124511898,1.022236969,0.875379071
,78,0.783538578,0.882979097,1.043067015,1.260554342,1.254689917,1.018278032,0.882639097,0.788739028,0.963942254,1.175875281,1.021091937,1.029926314,0.853299942,0.838763556,1.174848959,1.095026249,0.884543498,0.93127527,2.016044237,1.275895515,1.1156497,0.998506502,0.972617739,1.243448445,1.383168631,1.281762502,1.077245732,1.205890433,1.40810389,1.578910735
,79,1.182992326,1.172248803,1.599371214,1.303177235,1.22197463,1.230510674,1.187390828,1.656899,1.355738638,1.067717407,1.042763235,1.201845546,1.330363902,1.29517603,1.284007908,1.188940449,1.321521265,1.225244037,1.213620295,1.122152577,1.374287824,1.295846686,1.621032203,1.229549697,1.079641116,1.1975299,1.449851501,1.374993092,1.427902722,1.253363357
,80,1.352493522,1.203947803,1.472560847,1.314093861,1.326722412,1.446265742,1.438788452,2.025261842,1.823306581,1.356777142,1.201510356,1.612026952,1.762588126,1.809964141,1.620830027,1.517994948,1.837890464,1.591291504,1.176329953,1.266723648,1.77946023,1.647099206,2.214260955,1.442797199,1.326434334,1.322970305,1.775989709,1.619003601,1.638255935,1.340151575
,82,2.515297472,2.309875456,2.637766171,2.135107636,2.171449026,2.236821762,2.376863933,3.102470444,2.770626223,2.42814881,1.744418445,2.27555968,2.769407007,2.584788242,2.395066357,2.290872756,2.77386322,2.486679353,1.357318951,1.994544983,2.410372273,2.327681009,2.836825692,2.123592611,1.752600152,1.796089146,2.422313009,2.118548878,1.966589294,1.599670593
,84,0.732415123,1.152428377,1.906292019,2.312849767,2.657029732,2.414317729,1.416406,1.490074494,1.402125722,2.80062522,2.226479925,2.287603747,2.041126023,1.114152789,1.73534327,2.019216597,1.426318457,1.382458129,2.619275117,2.709602278,3.274824526,1.914080973,2.073292639,1.518767568,3.537133299,4.992776396,1.993030219,1.985229448,2.405254952,2.711479771
,85,1.168074319,1.050148996,1.346899913,1.128783832,1.118724026,1.258464811,1.315844069,1.841353985,1.607606941,1.256475479,1.044004716,1.48281003,1.690164726,1.58926755,1.479786703,1.361597133,1.760466735,1.525123499,1.103594937,1.182107148,1.695253362,1.594094869,2.093077747,1.359640673,1.185920782,1.257855158,1.689340508,1.502172076,1.541812637,1.269224872
